"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LUX","PPP","TOT","NATUSD","A","2015",0.881025,
"LUX","PPP","TOT","NATUSD","A","2016",0.871545,
"LUX","PPP","TOT","NATUSD","A","2017",0.861496,
"LUX","PPP","TOT","NATUSD","A","2018",0.871872,
"MEX","PPP","TOT","NATUSD","A","1960",0.005534,
"MEX","PPP","TOT","NATUSD","A","1961",0.005717,
"MEX","PPP","TOT","NATUSD","A","1962",0.005762,
"MEX","PPP","TOT","NATUSD","A","1963",0.005883,
"MEX","PPP","TOT","NATUSD","A","1964",0.006167,
"MEX","PPP","TOT","NATUSD","A","1965",0.006136,
"MEX","PPP","TOT","NATUSD","A","1966",0.006207,
"MEX","PPP","TOT","NATUSD","A","1967",0.006229,
"MEX","PPP","TOT","NATUSD","A","1968",0.006132,
"MEX","PPP","TOT","NATUSD","A","1969",0.006092,
"MEX","PPP","TOT","NATUSD","A","1970",0.006009,
"MEX","PPP","TOT","NATUSD","A","1971",0.006055,
"MEX","PPP","TOT","NATUSD","A","1972",0.006166,
"MEX","PPP","TOT","NATUSD","A","1973",0.006597,
"MEX","PPP","TOT","NATUSD","A","1974",0.007427,
"MEX","PPP","TOT","NATUSD","A","1975",0.00787,
"MEX","PPP","TOT","NATUSD","A","1976",0.008918,
"MEX","PPP","TOT","NATUSD","A","1977",0.010949,
"MEX","PPP","TOT","NATUSD","A","1978",0.011944,
"MEX","PPP","TOT","NATUSD","A","1979",0.01326,
"MEX","PPP","TOT","NATUSD","A","1980",0.015652,
"MEX","PPP","TOT","NATUSD","A","1981",0.018017,
"MEX","PPP","TOT","NATUSD","A","1982",0.027325,
"MEX","PPP","TOT","NATUSD","A","1983",0.050136,
"MEX","PPP","TOT","NATUSD","A","1984",0.076995,
"MEX","PPP","TOT","NATUSD","A","1985",0.116779,
"MEX","PPP","TOT","NATUSD","A","1986",0.198746,
"MEX","PPP","TOT","NATUSD","A","1987",0.464822,
"MEX","PPP","TOT","NATUSD","A","1988",0.895705,
"MEX","PPP","TOT","NATUSD","A","1989",1.090565,
"MEX","PPP","TOT","NATUSD","A","1990",1.346927,
"MEX","PPP","TOT","NATUSD","A","1991",1.605792,
"MEX","PPP","TOT","NATUSD","A","1992",1.796268,
"MEX","PPP","TOT","NATUSD","A","1993",2.057499,
"MEX","PPP","TOT","NATUSD","A","1994",2.191969,
"MEX","PPP","TOT","NATUSD","A","1995",2.972768,
"MEX","PPP","TOT","NATUSD","A","1996",3.694261,
"MEX","PPP","TOT","NATUSD","A","1997",4.312385,
"MEX","PPP","TOT","NATUSD","A","1998",4.922369,
"MEX","PPP","TOT","NATUSD","A","1999",5.63367,
"MEX","PPP","TOT","NATUSD","A","2000",6.103027,
"MEX","PPP","TOT","NATUSD","A","2001",6.332835,
"MEX","PPP","TOT","NATUSD","A","2002",6.553697,
"MEX","PPP","TOT","NATUSD","A","2003",6.648073,
"MEX","PPP","TOT","NATUSD","A","2004",6.989209,
"MEX","PPP","TOT","NATUSD","A","2005",7.126862,
"MEX","PPP","TOT","NATUSD","A","2006",7.157871,
"MEX","PPP","TOT","NATUSD","A","2007",7.374153,
"MEX","PPP","TOT","NATUSD","A","2008",7.469532,
"MEX","PPP","TOT","NATUSD","A","2009",7.428654,
"MEX","PPP","TOT","NATUSD","A","2010",7.676843,
"MEX","PPP","TOT","NATUSD","A","2011",7.673013,
"MEX","PPP","TOT","NATUSD","A","2012",7.858708,
"MEX","PPP","TOT","NATUSD","A","2013",7.884359,
"MEX","PPP","TOT","NATUSD","A","2014",8.045318,
"MEX","PPP","TOT","NATUSD","A","2015",8.325895,
"MEX","PPP","TOT","NATUSD","A","2016",8.684357,
"MEX","PPP","TOT","NATUSD","A","2017",9.040807,
"MEX","PPP","TOT","NATUSD","A","2018",9.3808,
"NLD","PPP","TOT","NATUSD","A","1960",0.871991,
"NLD","PPP","TOT","NATUSD","A","1961",0.909057,
"NLD","PPP","TOT","NATUSD","A","1962",0.895446,
"NLD","PPP","TOT","NATUSD","A","1963",0.923993,
"NLD","PPP","TOT","NATUSD","A","1964",0.986486,
"NLD","PPP","TOT","NATUSD","A","1965",1.01836,
"NLD","PPP","TOT","NATUSD","A","1966",1.042898,
"NLD","PPP","TOT","NATUSD","A","1967",1.05645,
"NLD","PPP","TOT","NATUSD","A","1968",1.049738,
"NLD","PPP","TOT","NATUSD","A","1969",1.062781,
"NLD","PPP","TOT","NATUSD","A","1970",1.090281,
"NLD","PPP","TOT","NATUSD","A","1971",1.128743,
"NLD","PPP","TOT","NATUSD","A","1972",1.182007,
"NLD","PPP","TOT","NATUSD","A","1973",1.218906,
"NLD","PPP","TOT","NATUSD","A","1974",1.219902,
"NLD","PPP","TOT","NATUSD","A","1975",1.235272,
"NLD","PPP","TOT","NATUSD","A","1976",1.274498,
"NLD","PPP","TOT","NATUSD","A","1977",1.276631,
"NLD","PPP","TOT","NATUSD","A","1978",1.256777,
"NLD","PPP","TOT","NATUSD","A","1979",1.20777,
"NLD","PPP","TOT","NATUSD","A","1980",1.154913,
"NLD","PPP","TOT","NATUSD","A","1981",1.1225,
"NLD","PPP","TOT","NATUSD","A","1982",1.106065,
"NLD","PPP","TOT","NATUSD","A","1983",1.079161,
"NLD","PPP","TOT","NATUSD","A","1984",1.065614,
"NLD","PPP","TOT","NATUSD","A","1985",1.041892,
"NLD","PPP","TOT","NATUSD","A","1986",1.023486,
"NLD","PPP","TOT","NATUSD","A","1987",0.988327,
"NLD","PPP","TOT","NATUSD","A","1988",0.962477,
"NLD","PPP","TOT","NATUSD","A","1989",0.938653,
"NLD","PPP","TOT","NATUSD","A","1990",0.918897,
"NLD","PPP","TOT","NATUSD","A","1991",0.916544,
"NLD","PPP","TOT","NATUSD","A","1992",0.918487,
"NLD","PPP","TOT","NATUSD","A","1993",0.911562,
"NLD","PPP","TOT","NATUSD","A","1994",0.910914,
"NLD","PPP","TOT","NATUSD","A","1995",0.910626,
"NLD","PPP","TOT","NATUSD","A","1996",0.906308,
"NLD","PPP","TOT","NATUSD","A","1997",0.908755,
"NLD","PPP","TOT","NATUSD","A","1998",0.90596,
"NLD","PPP","TOT","NATUSD","A","1999",0.906357,
"NLD","PPP","TOT","NATUSD","A","2000",0.890427,
"NLD","PPP","TOT","NATUSD","A","2001",0.904707,
"NLD","PPP","TOT","NATUSD","A","2002",0.900863,
"NLD","PPP","TOT","NATUSD","A","2003",0.926529,
"NLD","PPP","TOT","NATUSD","A","2004",0.908621,
"NLD","PPP","TOT","NATUSD","A","2005",0.897139,
"NLD","PPP","TOT","NATUSD","A","2006",0.872821,
"NLD","PPP","TOT","NATUSD","A","2007",0.861031,
"NLD","PPP","TOT","NATUSD","A","2008",0.847775,
"NLD","PPP","TOT","NATUSD","A","2009",0.84817,
"NLD","PPP","TOT","NATUSD","A","2010",0.854114,
"NLD","PPP","TOT","NATUSD","A","2011",0.836065,
"NLD","PPP","TOT","NATUSD","A","2012",0.824408,
"NLD","PPP","TOT","NATUSD","A","2013",0.798166,
"NLD","PPP","TOT","NATUSD","A","2014",0.808798,
"NLD","PPP","TOT","NATUSD","A","2015",0.809761,
"NLD","PPP","TOT","NATUSD","A","2016",0.810165,
"NLD","PPP","TOT","NATUSD","A","2017",0.790553,
"NLD","PPP","TOT","NATUSD","A","2018",0.797481,
"NZL","PPP","TOT","NATUSD","A","1960",0.481728,
"NZL","PPP","TOT","NATUSD","A","1961",0.460293,
"NZL","PPP","TOT","NATUSD","A","1962",0.476968,
"NZL","PPP","TOT","NATUSD","A","1963",0.480126,
"NZL","PPP","TOT","NATUSD","A","1964",0.490676,
"NZL","PPP","TOT","NATUSD","A","1965",0.486977,
"NZL","PPP","TOT","NATUSD","A","1966",0.459276,
"NZL","PPP","TOT","NATUSD","A","1967",0.485299,
"NZL","PPP","TOT","NATUSD","A","1968",0.489692,
"NZL","PPP","TOT","NATUSD","A","1969",0.469908,
"NZL","PPP","TOT","NATUSD","A","1970",0.534783,
"NZL","PPP","TOT","NATUSD","A","1971",0.567274,
"NZL","PPP","TOT","NATUSD","A","1972",0.588403,
"NZL","PPP","TOT","NATUSD","A","1973",0.620492,
"NZL","PPP","TOT","NATUSD","A","1974",0.592966,
"NZL","PPP","TOT","NATUSD","A","1975",0.592721,
"NZL","PPP","TOT","NATUSD","A","1976",0.685772,
"NZL","PPP","TOT","NATUSD","A","1977",0.774707,
"NZL","PPP","TOT","NATUSD","A","1978",0.785918,
"NZL","PPP","TOT","NATUSD","A","1979",0.854705,
"NZL","PPP","TOT","NATUSD","A","1980",0.903827,
"NZL","PPP","TOT","NATUSD","A","1981",0.974432,
"NZL","PPP","TOT","NATUSD","A","1982",1.006174,
"NZL","PPP","TOT","NATUSD","A","1983",1.03062,
"NZL","PPP","TOT","NATUSD","A","1984",1.054982,
"NZL","PPP","TOT","NATUSD","A","1985",1.179832,
"NZL","PPP","TOT","NATUSD","A","1986",1.333459,
"NZL","PPP","TOT","NATUSD","A","1987",1.472081,
"NZL","PPP","TOT","NATUSD","A","1988",1.536796,
"NZL","PPP","TOT","NATUSD","A","1989",1.549585,
"NZL","PPP","TOT","NATUSD","A","1990",1.538142,
"NZL","PPP","TOT","NATUSD","A","1991",1.49219,
"NZL","PPP","TOT","NATUSD","A","1992",1.486854,
"NZL","PPP","TOT","NATUSD","A","1993",1.483386,
"NZL","PPP","TOT","NATUSD","A","1994",1.464254,
"NZL","PPP","TOT","NATUSD","A","1995",1.462954,
"NZL","PPP","TOT","NATUSD","A","1996",1.467193,
"NZL","PPP","TOT","NATUSD","A","1997",1.448442,
"NZL","PPP","TOT","NATUSD","A","1998",1.447629,
"NZL","PPP","TOT","NATUSD","A","1999",1.43466,
"NZL","PPP","TOT","NATUSD","A","2000",1.443421,
"NZL","PPP","TOT","NATUSD","A","2001",1.474143,
"NZL","PPP","TOT","NATUSD","A","2002",1.468962,
"NZL","PPP","TOT","NATUSD","A","2003",1.497095,
"NZL","PPP","TOT","NATUSD","A","2004",1.507651,
"NZL","PPP","TOT","NATUSD","A","2005",1.535,
"NZL","PPP","TOT","NATUSD","A","2006",1.481721,
"NZL","PPP","TOT","NATUSD","A","2007",1.505364,
"NZL","PPP","TOT","NATUSD","A","2008",1.490709,
"NZL","PPP","TOT","NATUSD","A","2009",1.470614,
"NZL","PPP","TOT","NATUSD","A","2010",1.496139,
"NZL","PPP","TOT","NATUSD","A","2011",1.485915,
"NZL","PPP","TOT","NATUSD","A","2012",1.495622,
"NZL","PPP","TOT","NATUSD","A","2013",1.445979,
"NZL","PPP","TOT","NATUSD","A","2014",1.44073,
"NZL","PPP","TOT","NATUSD","A","2015",1.475468,
"NZL","PPP","TOT","NATUSD","A","2016",1.46973,
"NZL","PPP","TOT","NATUSD","A","2017",1.470805,
"NZL","PPP","TOT","NATUSD","A","2018",1.478386,
"NOR","PPP","TOT","NATUSD","A","1960",6.181021,
"NOR","PPP","TOT","NATUSD","A","1961",6.283565,
"NOR","PPP","TOT","NATUSD","A","1962",6.435664,
"NOR","PPP","TOT","NATUSD","A","1963",6.558047,
"NOR","PPP","TOT","NATUSD","A","1964",6.746634,
"NOR","PPP","TOT","NATUSD","A","1965",6.87698,
"NOR","PPP","TOT","NATUSD","A","1966",6.909397,
"NOR","PPP","TOT","NATUSD","A","1967",6.915687,
"NOR","PPP","TOT","NATUSD","A","1968",6.886754,
"NOR","PPP","TOT","NATUSD","A","1969",6.822766,
"NOR","PPP","TOT","NATUSD","A","1970",7.028976,
"NOR","PPP","TOT","NATUSD","A","1971",7.116956,
"NOR","PPP","TOT","NATUSD","A","1972",7.198462,
"NOR","PPP","TOT","NATUSD","A","1973",7.417163,
"NOR","PPP","TOT","NATUSD","A","1974",7.578604,
"NOR","PPP","TOT","NATUSD","A","1975",7.552427,
"NOR","PPP","TOT","NATUSD","A","1976",7.719733,
"NOR","PPP","TOT","NATUSD","A","1977",7.86193,
"NOR","PPP","TOT","NATUSD","A","1978",7.805151,
"NOR","PPP","TOT","NATUSD","A","1979",7.618165,
"NOR","PPP","TOT","NATUSD","A","1980",7.904148,
"NOR","PPP","TOT","NATUSD","A","1981",8.15089,
"NOR","PPP","TOT","NATUSD","A","1982",8.48342,
"NOR","PPP","TOT","NATUSD","A","1983",8.732055,
"NOR","PPP","TOT","NATUSD","A","1984",8.951375,
"NOR","PPP","TOT","NATUSD","A","1985",9.128,
"NOR","PPP","TOT","NATUSD","A","1986",8.898514,
"NOR","PPP","TOT","NATUSD","A","1987",9.310897,
"NOR","PPP","TOT","NATUSD","A","1988",9.43151,
"NOR","PPP","TOT","NATUSD","A","1989",9.585048,
"NOR","PPP","TOT","NATUSD","A","1990",9.59134,
"NOR","PPP","TOT","NATUSD","A","1991",9.482787,
"NOR","PPP","TOT","NATUSD","A","1992",9.212188,
"NOR","PPP","TOT","NATUSD","A","1993",9.205294,
"NOR","PPP","TOT","NATUSD","A","1994",8.998781,
"NOR","PPP","TOT","NATUSD","A","1995",9.083805,
"NOR","PPP","TOT","NATUSD","A","1996",8.984948,
"NOR","PPP","TOT","NATUSD","A","1997",9.05736,
"NOR","PPP","TOT","NATUSD","A","1998",9.312505,
"NOR","PPP","TOT","NATUSD","A","1999",9.283739,
"NOR","PPP","TOT","NATUSD","A","2000",9.085299,
"NOR","PPP","TOT","NATUSD","A","2001",9.173203,
"NOR","PPP","TOT","NATUSD","A","2002",9.05673,
"NOR","PPP","TOT","NATUSD","A","2003",9.207685,
"NOR","PPP","TOT","NATUSD","A","2004",9.133973,
"NOR","PPP","TOT","NATUSD","A","2005",9.005204,
"NOR","PPP","TOT","NATUSD","A","2006",8.789237,
"NOR","PPP","TOT","NATUSD","A","2007",8.93157,
"NOR","PPP","TOT","NATUSD","A","2008",8.859281,
"NOR","PPP","TOT","NATUSD","A","2009",9.08205,
"NOR","PPP","TOT","NATUSD","A","2010",9.151959,
"NOR","PPP","TOT","NATUSD","A","2011",9.082736,
"NOR","PPP","TOT","NATUSD","A","2012",9.037085,
"NOR","PPP","TOT","NATUSD","A","2013",9.029349,
"NOR","PPP","TOT","NATUSD","A","2014",9.278458,
"NOR","PPP","TOT","NATUSD","A","2015",9.929852,
"NOR","PPP","TOT","NATUSD","A","2016",10.249825,
"NOR","PPP","TOT","NATUSD","A","2017",10.070307,
"NOR","PPP","TOT","NATUSD","A","2018",10.141916,
"POL","PPP","TOT","NATUSD","A","1990",0.266313,
"POL","PPP","TOT","NATUSD","A","1991",0.399942,
"POL","PPP","TOT","NATUSD","A","1992",0.542068,
"POL","PPP","TOT","NATUSD","A","1993",0.691782,
"POL","PPP","TOT","NATUSD","A","1994",0.929512,
"POL","PPP","TOT","NATUSD","A","1995",1.165143,
"POL","PPP","TOT","NATUSD","A","1996",1.352523,
"POL","PPP","TOT","NATUSD","A","1997",1.513145,
"POL","PPP","TOT","NATUSD","A","1998",1.655027,
"POL","PPP","TOT","NATUSD","A","1999",1.737656,
"POL","PPP","TOT","NATUSD","A","2000",1.832912,
"POL","PPP","TOT","NATUSD","A","2001",1.836838,
"POL","PPP","TOT","NATUSD","A","2002",1.799795,
"POL","PPP","TOT","NATUSD","A","2003",1.806466,
"POL","PPP","TOT","NATUSD","A","2004",1.831714,
"POL","PPP","TOT","NATUSD","A","2005",1.867595,
"POL","PPP","TOT","NATUSD","A","2006",1.852374,
"POL","PPP","TOT","NATUSD","A","2007",1.855729,
"POL","PPP","TOT","NATUSD","A","2008",1.842243,
"POL","PPP","TOT","NATUSD","A","2009",1.868773,
"POL","PPP","TOT","NATUSD","A","2010",1.804959,
"POL","PPP","TOT","NATUSD","A","2011",1.801424,
"POL","PPP","TOT","NATUSD","A","2012",1.796168,
"POL","PPP","TOT","NATUSD","A","2013",1.762045,
"POL","PPP","TOT","NATUSD","A","2014",1.767142,
"POL","PPP","TOT","NATUSD","A","2015",1.764643,
"POL","PPP","TOT","NATUSD","A","2016",1.767247,
"POL","PPP","TOT","NATUSD","A","2017",1.750195,
"POL","PPP","TOT","NATUSD","A","2018",1.777337,
"PRT","PPP","TOT","NATUSD","A","1960",0.064239,
"PRT","PPP","TOT","NATUSD","A","1961",0.064913,
"PRT","PPP","TOT","NATUSD","A","1962",0.063312,
"PRT","PPP","TOT","NATUSD","A","1963",0.063903,
"PRT","PPP","TOT","NATUSD","A","1964",0.063896,
"PRT","PPP","TOT","NATUSD","A","1965",0.064586,
"PRT","PPP","TOT","NATUSD","A","1966",0.065693,
"PRT","PPP","TOT","NATUSD","A","1967",0.066374,
"PRT","PPP","TOT","NATUSD","A","1968",0.064355,
"PRT","PPP","TOT","NATUSD","A","1969",0.065716,
"PRT","PPP","TOT","NATUSD","A","1970",0.063646,
"PRT","PPP","TOT","NATUSD","A","1971",0.063614,
"PRT","PPP","TOT","NATUSD","A","1972",0.065738,
"PRT","PPP","TOT","NATUSD","A","1973",0.068222,
"PRT","PPP","TOT","NATUSD","A","1974",0.074397,
"PRT","PPP","TOT","NATUSD","A","1975",0.079142,
"PRT","PPP","TOT","NATUSD","A","1976",0.087221,
"PRT","PPP","TOT","NATUSD","A","1977",0.103798,
"PRT","PPP","TOT","NATUSD","A","1978",0.11865,
"PRT","PPP","TOT","NATUSD","A","1979",0.130856,
"PRT","PPP","TOT","NATUSD","A","1980",0.145102,
"PRT","PPP","TOT","NATUSD","A","1981",0.155901,
"PRT","PPP","TOT","NATUSD","A","1982",0.177209,
"PRT","PPP","TOT","NATUSD","A","1983",0.212489,
"PRT","PPP","TOT","NATUSD","A","1984",0.255697,
"PRT","PPP","TOT","NATUSD","A","1985",0.30173,
"PRT","PPP","TOT","NATUSD","A","1986",0.356262,
"PRT","PPP","TOT","NATUSD","A","1987",0.382769,
"PRT","PPP","TOT","NATUSD","A","1988",0.411009,
"PRT","PPP","TOT","NATUSD","A","1989",0.437086,
"PRT","PPP","TOT","NATUSD","A","1990",0.476695,
"PRT","PPP","TOT","NATUSD","A","1991",0.507609,
"PRT","PPP","TOT","NATUSD","A","1992",0.553106,
"PRT","PPP","TOT","NATUSD","A","1993",0.58016,
"PRT","PPP","TOT","NATUSD","A","1994",0.609369,
"PRT","PPP","TOT","NATUSD","A","1995",0.617318,
"PRT","PPP","TOT","NATUSD","A","1996",0.629099,
"PRT","PPP","TOT","NATUSD","A","1997",0.641208,
"PRT","PPP","TOT","NATUSD","A","1998",0.656793,
"PRT","PPP","TOT","NATUSD","A","1999",0.660642,
"PRT","PPP","TOT","NATUSD","A","2000",0.661024,
"PRT","PPP","TOT","NATUSD","A","2001",0.670773,
"PRT","PPP","TOT","NATUSD","A","2002",0.672081,
"PRT","PPP","TOT","NATUSD","A","2003",0.67054,
"PRT","PPP","TOT","NATUSD","A","2004",0.676763,
"PRT","PPP","TOT","NATUSD","A","2005",0.664259,
"PRT","PPP","TOT","NATUSD","A","2006",0.640821,
"PRT","PPP","TOT","NATUSD","A","2007",0.647442,
"PRT","PPP","TOT","NATUSD","A","2008",0.636148,
"PRT","PPP","TOT","NATUSD","A","2009",0.627201,
"PRT","PPP","TOT","NATUSD","A","2010",0.623172,
"PRT","PPP","TOT","NATUSD","A","2011",0.623083,
"PRT","PPP","TOT","NATUSD","A","2012",0.605398,
"PRT","PPP","TOT","NATUSD","A","2013",0.583607,
"PRT","PPP","TOT","NATUSD","A","2014",0.578868,
"PRT","PPP","TOT","NATUSD","A","2015",0.58479,
"PRT","PPP","TOT","NATUSD","A","2016",0.581801,
"PRT","PPP","TOT","NATUSD","A","2017",0.580383,
"PRT","PPP","TOT","NATUSD","A","2018",0.593464,
"SVK","PPP","TOT","NATUSD","A","1992",0.315082,
"SVK","PPP","TOT","NATUSD","A","1993",0.355086,
"SVK","PPP","TOT","NATUSD","A","1994",0.394418,
"SVK","PPP","TOT","NATUSD","A","1995",0.424528,
"SVK","PPP","TOT","NATUSD","A","1996",0.436423,
"SVK","PPP","TOT","NATUSD","A","1997",0.450464,
"SVK","PPP","TOT","NATUSD","A","1998",0.466068,
"SVK","PPP","TOT","NATUSD","A","1999",0.494406,
"SVK","PPP","TOT","NATUSD","A","2000",0.516379,
"SVK","PPP","TOT","NATUSD","A","2001",0.515609,
"SVK","PPP","TOT","NATUSD","A","2002",0.521518,
"SVK","PPP","TOT","NATUSD","A","2003",0.544951,
"SVK","PPP","TOT","NATUSD","A","2004",0.565003,
"SVK","PPP","TOT","NATUSD","A","2005",0.564715,
"SVK","PPP","TOT","NATUSD","A","2006",0.555172,
"SVK","PPP","TOT","NATUSD","A","2007",0.554298,
"SVK","PPP","TOT","NATUSD","A","2008",0.53743,
"SVK","PPP","TOT","NATUSD","A","2009",0.515457,
"SVK","PPP","TOT","NATUSD","A","2010",0.502126,
"SVK","PPP","TOT","NATUSD","A","2011",0.506407,
"SVK","PPP","TOT","NATUSD","A","2012",0.504542,
"SVK","PPP","TOT","NATUSD","A","2013",0.491124,
"SVK","PPP","TOT","NATUSD","A","2014",0.485412,
"SVK","PPP","TOT","NATUSD","A","2015",0.491417,
"SVK","PPP","TOT","NATUSD","A","2016",0.484094,
"SVK","PPP","TOT","NATUSD","A","2017",0.481903,
"SVK","PPP","TOT","NATUSD","A","2018",0.488244,
"ESP","PPP","TOT","NATUSD","A","1960",0.131135,
"ESP","PPP","TOT","NATUSD","A","1961",0.133076,
"ESP","PPP","TOT","NATUSD","A","1962",0.138027,
"ESP","PPP","TOT","NATUSD","A","1963",0.146707,
"ESP","PPP","TOT","NATUSD","A","1964",0.153136,
"ESP","PPP","TOT","NATUSD","A","1965",0.162628,
"ESP","PPP","TOT","NATUSD","A","1966",0.169989,
"ESP","PPP","TOT","NATUSD","A","1967",0.179352,
"ESP","PPP","TOT","NATUSD","A","1968",0.181146,
"ESP","PPP","TOT","NATUSD","A","1969",0.181077,
"ESP","PPP","TOT","NATUSD","A","1970",0.18185,
"ESP","PPP","TOT","NATUSD","A","1971",0.186656,
"ESP","PPP","TOT","NATUSD","A","1972",0.194162,
"ESP","PPP","TOT","NATUSD","A","1973",0.205887,
"ESP","PPP","TOT","NATUSD","A","1974",0.219008,
"ESP","PPP","TOT","NATUSD","A","1975",0.23408,
"ESP","PPP","TOT","NATUSD","A","1976",0.258455,
"ESP","PPP","TOT","NATUSD","A","1977",0.300235,
"ESP","PPP","TOT","NATUSD","A","1978",0.338376,
"ESP","PPP","TOT","NATUSD","A","1979",0.365357,
"ESP","PPP","TOT","NATUSD","A","1980",0.379838,
"ESP","PPP","TOT","NATUSD","A","1981",0.389863,
"ESP","PPP","TOT","NATUSD","A","1982",0.41705,
"ESP","PPP","TOT","NATUSD","A","1983",0.449026,
"ESP","PPP","TOT","NATUSD","A","1984",0.480477,
"ESP","PPP","TOT","NATUSD","A","1985",0.505781,
"ESP","PPP","TOT","NATUSD","A","1986",0.549733,
"ESP","PPP","TOT","NATUSD","A","1987",0.568358,
"ESP","PPP","TOT","NATUSD","A","1988",0.581581,
"ESP","PPP","TOT","NATUSD","A","1989",0.598235,
"ESP","PPP","TOT","NATUSD","A","1990",0.618896,
"ESP","PPP","TOT","NATUSD","A","1991",0.640168,
"ESP","PPP","TOT","NATUSD","A","1992",0.667908,
"ESP","PPP","TOT","NATUSD","A","1993",0.682053,
"ESP","PPP","TOT","NATUSD","A","1994",0.693702,
"ESP","PPP","TOT","NATUSD","A","1995",0.712973,
"ESP","PPP","TOT","NATUSD","A","1996",0.723186,
"ESP","PPP","TOT","NATUSD","A","1997",0.723756,
"ESP","PPP","TOT","NATUSD","A","1998",0.723836,
"ESP","PPP","TOT","NATUSD","A","1999",0.73921,
"ESP","PPP","TOT","NATUSD","A","2000",0.739768,
"ESP","PPP","TOT","NATUSD","A","2001",0.747427,
"ESP","PPP","TOT","NATUSD","A","2002",0.742312,
"ESP","PPP","TOT","NATUSD","A","2003",0.760106,
"ESP","PPP","TOT","NATUSD","A","2004",0.766594,
"ESP","PPP","TOT","NATUSD","A","2005",0.769508,
"ESP","PPP","TOT","NATUSD","A","2006",0.736761,
"ESP","PPP","TOT","NATUSD","A","2007",0.733118,
"ESP","PPP","TOT","NATUSD","A","2008",0.725862,
"ESP","PPP","TOT","NATUSD","A","2009",0.718533,
"ESP","PPP","TOT","NATUSD","A","2010",0.726982,
"ESP","PPP","TOT","NATUSD","A","2011",0.714129,
"ESP","PPP","TOT","NATUSD","A","2012",0.694976,
"ESP","PPP","TOT","NATUSD","A","2013",0.6748,
"ESP","PPP","TOT","NATUSD","A","2014",0.662359,
"ESP","PPP","TOT","NATUSD","A","2015",0.664562,
"ESP","PPP","TOT","NATUSD","A","2016",0.655507,
"ESP","PPP","TOT","NATUSD","A","2017",0.64123,
"ESP","PPP","TOT","NATUSD","A","2018",0.647854,
"SWE","PPP","TOT","NATUSD","A","1960",4.472795,
"SWE","PPP","TOT","NATUSD","A","1961",4.559932,
"SWE","PPP","TOT","NATUSD","A","1962",4.636998,
"SWE","PPP","TOT","NATUSD","A","1963",4.696337,
"SWE","PPP","TOT","NATUSD","A","1964",4.816451,
"SWE","PPP","TOT","NATUSD","A","1965",4.966419,
"SWE","PPP","TOT","NATUSD","A","1966",5.113278,
"SWE","PPP","TOT","NATUSD","A","1967",5.219494,
"SWE","PPP","TOT","NATUSD","A","1968",5.09653,
"SWE","PPP","TOT","NATUSD","A","1969",5.011489,
"SWE","PPP","TOT","NATUSD","A","1970",5.004146,
"SWE","PPP","TOT","NATUSD","A","1971",5.10136,
"SWE","PPP","TOT","NATUSD","A","1972",5.230964,
"SWE","PPP","TOT","NATUSD","A","1973",5.308024,
"SWE","PPP","TOT","NATUSD","A","1974",5.330399,
"SWE","PPP","TOT","NATUSD","A","1975",5.58651,
"SWE","PPP","TOT","NATUSD","A","1976",5.926222,
"SWE","PPP","TOT","NATUSD","A","1977",6.167047,
"SWE","PPP","TOT","NATUSD","A","1978",6.311969,
"SWE","PPP","TOT","NATUSD","A","1979",6.291372,
"SWE","PPP","TOT","NATUSD","A","1980",6.446212,
"SWE","PPP","TOT","NATUSD","A","1981",6.405293,
"SWE","PPP","TOT","NATUSD","A","1982",6.520298,
"SWE","PPP","TOT","NATUSD","A","1983",6.89911,
"SWE","PPP","TOT","NATUSD","A","1984",7.167347,
"SWE","PPP","TOT","NATUSD","A","1985",7.392593,
"SWE","PPP","TOT","NATUSD","A","1986",7.704839,
"SWE","PPP","TOT","NATUSD","A","1987",7.873899,
"SWE","PPP","TOT","NATUSD","A","1988",8.105397,
"SWE","PPP","TOT","NATUSD","A","1989",8.417719,
"SWE","PPP","TOT","NATUSD","A","1990",8.88269,
"SWE","PPP","TOT","NATUSD","A","1991",9.3007,
"SWE","PPP","TOT","NATUSD","A","1992",9.185798,
"SWE","PPP","TOT","NATUSD","A","1993",9.171709,
"SWE","PPP","TOT","NATUSD","A","1994",9.209664,
"SWE","PPP","TOT","NATUSD","A","1995",9.363393,
"SWE","PPP","TOT","NATUSD","A","1996",9.257683,
"SWE","PPP","TOT","NATUSD","A","1997",9.330753,
"SWE","PPP","TOT","NATUSD","A","1998",9.396045,
"SWE","PPP","TOT","NATUSD","A","1999",9.3059,
"SWE","PPP","TOT","NATUSD","A","2000",9.162983,
"SWE","PPP","TOT","NATUSD","A","2001",9.400293,
"SWE","PPP","TOT","NATUSD","A","2002",9.413655,
"SWE","PPP","TOT","NATUSD","A","2003",9.496502,
"SWE","PPP","TOT","NATUSD","A","2004",9.302779,
"SWE","PPP","TOT","NATUSD","A","2005",9.479182,
"SWE","PPP","TOT","NATUSD","A","2006",9.120924,
"SWE","PPP","TOT","NATUSD","A","2007",8.881488,
"SWE","PPP","TOT","NATUSD","A","2008",8.778986,
"SWE","PPP","TOT","NATUSD","A","2009",8.918912,
"SWE","PPP","TOT","NATUSD","A","2010",9.025343,
"SWE","PPP","TOT","NATUSD","A","2011",8.844042,
