"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ESP","PPP","TOT","NATUSD","A","2008",0.725862,
"ESP","PPP","TOT","NATUSD","A","2009",0.718533,
"ESP","PPP","TOT","NATUSD","A","2010",0.726982,
"ESP","PPP","TOT","NATUSD","A","2011",0.714129,
"ESP","PPP","TOT","NATUSD","A","2012",0.694976,
"ESP","PPP","TOT","NATUSD","A","2013",0.6748,
"ESP","PPP","TOT","NATUSD","A","2014",0.662359,
"ESP","PPP","TOT","NATUSD","A","2015",0.664562,
"ESP","PPP","TOT","NATUSD","A","2016",0.655507,
"ESP","PPP","TOT","NATUSD","A","2017",0.64123,
"ESP","PPP","TOT","NATUSD","A","2018",0.647854,
"SWE","PPP","TOT","NATUSD","A","2000",9.162983,
"SWE","PPP","TOT","NATUSD","A","2001",9.400293,
"SWE","PPP","TOT","NATUSD","A","2002",9.413655,
"SWE","PPP","TOT","NATUSD","A","2003",9.496502,
"SWE","PPP","TOT","NATUSD","A","2004",9.302779,
"SWE","PPP","TOT","NATUSD","A","2005",9.479182,
"SWE","PPP","TOT","NATUSD","A","2006",9.120924,
"SWE","PPP","TOT","NATUSD","A","2007",8.881488,
"SWE","PPP","TOT","NATUSD","A","2008",8.778986,
"SWE","PPP","TOT","NATUSD","A","2009",8.918912,
"SWE","PPP","TOT","NATUSD","A","2010",9.025343,
"SWE","PPP","TOT","NATUSD","A","2011",8.844042,
"SWE","PPP","TOT","NATUSD","A","2012",8.654768,
"SWE","PPP","TOT","NATUSD","A","2013",8.597681,
"SWE","PPP","TOT","NATUSD","A","2014",8.727131,
"SWE","PPP","TOT","NATUSD","A","2015",8.852008,
"SWE","PPP","TOT","NATUSD","A","2016",9.003919,
"SWE","PPP","TOT","NATUSD","A","2017",8.856307,
"SWE","PPP","TOT","NATUSD","A","2018",8.921145,
"CHE","PPP","TOT","NATUSD","A","2000",1.788639,
"CHE","PPP","TOT","NATUSD","A","2001",1.768404,
"CHE","PPP","TOT","NATUSD","A","2002",1.70976,
"CHE","PPP","TOT","NATUSD","A","2003",1.717151,
"CHE","PPP","TOT","NATUSD","A","2004",1.693349,
"CHE","PPP","TOT","NATUSD","A","2005",1.686548,
"CHE","PPP","TOT","NATUSD","A","2006",1.600508,
"CHE","PPP","TOT","NATUSD","A","2007",1.533614,
"CHE","PPP","TOT","NATUSD","A","2008",1.493049,
"CHE","PPP","TOT","NATUSD","A","2009",1.46976,
"CHE","PPP","TOT","NATUSD","A","2010",1.466179,
"CHE","PPP","TOT","NATUSD","A","2011",1.397498,
"CHE","PPP","TOT","NATUSD","A","2012",1.354072,
"CHE","PPP","TOT","NATUSD","A","2013",1.312477,
"CHE","PPP","TOT","NATUSD","A","2014",1.281761,
"CHE","PPP","TOT","NATUSD","A","2015",1.235456,
"CHE","PPP","TOT","NATUSD","A","2016",1.228178,
"CHE","PPP","TOT","NATUSD","A","2017",1.193124,
"CHE","PPP","TOT","NATUSD","A","2018",1.189601,
"TUR","PPP","TOT","NATUSD","A","2000",0.281591,
"TUR","PPP","TOT","NATUSD","A","2001",0.414898,
"TUR","PPP","TOT","NATUSD","A","2002",0.591251,
"TUR","PPP","TOT","NATUSD","A","2003",0.737363,
"TUR","PPP","TOT","NATUSD","A","2004",0.792895,
"TUR","PPP","TOT","NATUSD","A","2005",0.834589,
"TUR","PPP","TOT","NATUSD","A","2006",0.84268,
"TUR","PPP","TOT","NATUSD","A","2007",0.852133,
"TUR","PPP","TOT","NATUSD","A","2008",0.87996,
"TUR","PPP","TOT","NATUSD","A","2009",0.904443,
"TUR","PPP","TOT","NATUSD","A","2010",0.920383,
"TUR","PPP","TOT","NATUSD","A","2011",0.966176,
"TUR","PPP","TOT","NATUSD","A","2012",1.019856,
"TUR","PPP","TOT","NATUSD","A","2013",1.070294,
"TUR","PPP","TOT","NATUSD","A","2014",1.104504,
"TUR","PPP","TOT","NATUSD","A","2015",1.162141,
"TUR","PPP","TOT","NATUSD","A","2016",1.249671,
"TUR","PPP","TOT","NATUSD","A","2017",1.373961,
"TUR","PPP","TOT","NATUSD","A","2018",1.611856,
"GBR","PPP","TOT","NATUSD","A","2000",0.704514,
"GBR","PPP","TOT","NATUSD","A","2001",0.694392,
"GBR","PPP","TOT","NATUSD","A","2002",0.689877,
"GBR","PPP","TOT","NATUSD","A","2003",0.69665,
"GBR","PPP","TOT","NATUSD","A","2004",0.688467,
"GBR","PPP","TOT","NATUSD","A","2005",0.707619,
"GBR","PPP","TOT","NATUSD","A","2006",0.697211,
"GBR","PPP","TOT","NATUSD","A","2007",0.709924,
"GBR","PPP","TOT","NATUSD","A","2008",0.701691,
"GBR","PPP","TOT","NATUSD","A","2009",0.709928,
"GBR","PPP","TOT","NATUSD","A","2010",0.702299,
"GBR","PPP","TOT","NATUSD","A","2011",0.706052,
"GBR","PPP","TOT","NATUSD","A","2012",0.701634,
"GBR","PPP","TOT","NATUSD","A","2013",0.695248,
"GBR","PPP","TOT","NATUSD","A","2014",0.698444,
"GBR","PPP","TOT","NATUSD","A","2015",0.692365,
"GBR","PPP","TOT","NATUSD","A","2016",0.698632,
"GBR","PPP","TOT","NATUSD","A","2017",0.691089,
"GBR","PPP","TOT","NATUSD","A","2018",0.700184,
"USA","PPP","TOT","NATUSD","A","2000",1,
"USA","PPP","TOT","NATUSD","A","2001",1,
"USA","PPP","TOT","NATUSD","A","2002",1,
"USA","PPP","TOT","NATUSD","A","2003",1,
"USA","PPP","TOT","NATUSD","A","2004",1,
"USA","PPP","TOT","NATUSD","A","2005",1,
"USA","PPP","TOT","NATUSD","A","2006",1,
"USA","PPP","TOT","NATUSD","A","2007",1,
"USA","PPP","TOT","NATUSD","A","2008",1,
"USA","PPP","TOT","NATUSD","A","2009",1,
"USA","PPP","TOT","NATUSD","A","2010",1,
"USA","PPP","TOT","NATUSD","A","2011",1,
"USA","PPP","TOT","NATUSD","A","2012",1,
"USA","PPP","TOT","NATUSD","A","2013",1,
"USA","PPP","TOT","NATUSD","A","2014",1,
"USA","PPP","TOT","NATUSD","A","2015",1,
"USA","PPP","TOT","NATUSD","A","2016",1,
"USA","PPP","TOT","NATUSD","A","2017",1,
"USA","PPP","TOT","NATUSD","A","2018",1,
"BRA","PPP","TOT","NATUSD","A","2000",0.758987,
"BRA","PPP","TOT","NATUSD","A","2001",0.803168,
"BRA","PPP","TOT","NATUSD","A","2002",0.868525,
"BRA","PPP","TOT","NATUSD","A","2003",0.971546,
"BRA","PPP","TOT","NATUSD","A","2004",1.018802,
"BRA","PPP","TOT","NATUSD","A","2005",1.06045,
"BRA","PPP","TOT","NATUSD","A","2006",1.098588,
"BRA","PPP","TOT","NATUSD","A","2007",1.139115,
"BRA","PPP","TOT","NATUSD","A","2008",1.215313,
"BRA","PPP","TOT","NATUSD","A","2009",1.294364,
"BRA","PPP","TOT","NATUSD","A","2010",1.386284,
"BRA","PPP","TOT","NATUSD","A","2011",1.471075,
"BRA","PPP","TOT","NATUSD","A","2012",1.55902,
"BRA","PPP","TOT","NATUSD","A","2013",1.649293,
"BRA","PPP","TOT","NATUSD","A","2014",1.747275,
"BRA","PPP","TOT","NATUSD","A","2015",1.859391,
"BRA","PPP","TOT","NATUSD","A","2016",1.985496,
"BRA","PPP","TOT","NATUSD","A","2017",2.024346,
"BRA","PPP","TOT","NATUSD","A","2018",2.02855,
"CHL","PPP","TOT","NATUSD","A","2000",286.579744,
"CHL","PPP","TOT","NATUSD","A","2001",291.255853,
"CHL","PPP","TOT","NATUSD","A","2002",296.44643,
"CHL","PPP","TOT","NATUSD","A","2003",304.367803,
"CHL","PPP","TOT","NATUSD","A","2004",319.653389,
"CHL","PPP","TOT","NATUSD","A","2005",333.69,
"CHL","PPP","TOT","NATUSD","A","2006",318.574722,
"CHL","PPP","TOT","NATUSD","A","2007",323.878962,
"CHL","PPP","TOT","NATUSD","A","2008",340.400833,
"CHL","PPP","TOT","NATUSD","A","2009",354.325885,
"CHL","PPP","TOT","NATUSD","A","2010",359.83702,
"CHL","PPP","TOT","NATUSD","A","2011",348.016847,
"CHL","PPP","TOT","NATUSD","A","2012",347.228507,
"CHL","PPP","TOT","NATUSD","A","2013",349.680536,
"CHL","PPP","TOT","NATUSD","A","2014",367.213907,
"CHL","PPP","TOT","NATUSD","A","2015",391.360578,
"CHL","PPP","TOT","NATUSD","A","2016",406.873022,
"CHL","PPP","TOT","NATUSD","A","2017",402.358738,
"CHL","PPP","TOT","NATUSD","A","2018",404.847636,
"CHN","PPP","TOT","NATUSD","A","2000",2.707541,
"CHN","PPP","TOT","NATUSD","A","2001",2.701299,
"CHN","PPP","TOT","NATUSD","A","2002",2.676549,
"CHN","PPP","TOT","NATUSD","A","2003",2.692593,
"CHN","PPP","TOT","NATUSD","A","2004",2.802777,
"CHN","PPP","TOT","NATUSD","A","2005",2.821377,
"CHN","PPP","TOT","NATUSD","A","2006",2.844798,
"CHN","PPP","TOT","NATUSD","A","2007",2.987333,
"CHN","PPP","TOT","NATUSD","A","2008",3.159192,
"CHN","PPP","TOT","NATUSD","A","2009",3.131183,
"CHN","PPP","TOT","NATUSD","A","2010",3.308221,
"CHN","PPP","TOT","NATUSD","A","2011",3.505536,
"CHN","PPP","TOT","NATUSD","A","2012",3.524483,
"CHN","PPP","TOT","NATUSD","A","2013",3.545648,
"CHN","PPP","TOT","NATUSD","A","2014",3.511991,
"CHN","PPP","TOT","NATUSD","A","2015",3.477557,
"CHN","PPP","TOT","NATUSD","A","2016",3.472826,
"CHN","PPP","TOT","NATUSD","A","2017",3.549759,
"CHN","PPP","TOT","NATUSD","A","2018",3.564637,
"COL","PPP","TOT","NATUSD","A","2000",783.734381,
"COL","PPP","TOT","NATUSD","A","2001",816.220838,
"COL","PPP","TOT","NATUSD","A","2002",851.857381,
"COL","PPP","TOT","NATUSD","A","2003",892.239098,
"COL","PPP","TOT","NATUSD","A","2004",931.60464,
"COL","PPP","TOT","NATUSD","A","2005",952.723748,
"COL","PPP","TOT","NATUSD","A","2006",977.706657,
"COL","PPP","TOT","NATUSD","A","2007",1000.357813,
"COL","PPP","TOT","NATUSD","A","2008",1055.242084,
"COL","PPP","TOT","NATUSD","A","2009",1082.979231,
"COL","PPP","TOT","NATUSD","A","2010",1111.170441,
"COL","PPP","TOT","NATUSD","A","2011",1161.909895,
"COL","PPP","TOT","NATUSD","A","2012",1174.995213,
"COL","PPP","TOT","NATUSD","A","2013",1179.362636,
"COL","PPP","TOT","NATUSD","A","2014",1182.549471,
"COL","PPP","TOT","NATUSD","A","2015",1198.565328,
"COL","PPP","TOT","NATUSD","A","2016",1241.199851,
"COL","PPP","TOT","NATUSD","A","2017",1278.040402,
"COL","PPP","TOT","NATUSD","A","2018",1322.222079,
"EST","PPP","TOT","NATUSD","A","2000",0.468855,
"EST","PPP","TOT","NATUSD","A","2001",0.487809,
"EST","PPP","TOT","NATUSD","A","2002",0.486245,
"EST","PPP","TOT","NATUSD","A","2003",0.486311,
"EST","PPP","TOT","NATUSD","A","2004",0.494099,
"EST","PPP","TOT","NATUSD","A","2005",0.503328,
"EST","PPP","TOT","NATUSD","A","2006",0.521332,
"EST","PPP","TOT","NATUSD","A","2007",0.551715,
"EST","PPP","TOT","NATUSD","A","2008",0.545055,
"EST","PPP","TOT","NATUSD","A","2009",0.517014,
"EST","PPP","TOT","NATUSD","A","2010",0.512138,
"EST","PPP","TOT","NATUSD","A","2011",0.5116,
"EST","PPP","TOT","NATUSD","A","2012",0.521063,
"EST","PPP","TOT","NATUSD","A","2013",0.522424,
"EST","PPP","TOT","NATUSD","A","2014",0.52689,
"EST","PPP","TOT","NATUSD","A","2015",0.537436,
"EST","PPP","TOT","NATUSD","A","2016",0.533337,
"EST","PPP","TOT","NATUSD","A","2017",0.535932,
"EST","PPP","TOT","NATUSD","A","2018",0.547925,
"IND","PPP","TOT","NATUSD","A","2000",10.138195,
"IND","PPP","TOT","NATUSD","A","2001",10.231045,
"IND","PPP","TOT","NATUSD","A","2002",10.450766,
"IND","PPP","TOT","NATUSD","A","2003",10.642758,
"IND","PPP","TOT","NATUSD","A","2004",10.950977,
"IND","PPP","TOT","NATUSD","A","2005",11.05912,
"IND","PPP","TOT","NATUSD","A","2006",11.418592,
"IND","PPP","TOT","NATUSD","A","2007",11.762826,
"IND","PPP","TOT","NATUSD","A","2008",12.536125,
"IND","PPP","TOT","NATUSD","A","2009",13.196079,
"IND","PPP","TOT","NATUSD","A","2010",14.20806,
"IND","PPP","TOT","NATUSD","A","2011",15.109435,
"IND","PPP","TOT","NATUSD","A","2012",16.013302,
"IND","PPP","TOT","NATUSD","A","2013",16.733715,
"IND","PPP","TOT","NATUSD","A","2014",16.986392,
"IND","PPP","TOT","NATUSD","A","2015",17.152326,
"IND","PPP","TOT","NATUSD","A","2016",17.522908,
"IND","PPP","TOT","NATUSD","A","2017",17.72917,
"IND","PPP","TOT","NATUSD","A","2018",18.127587,
"IDN","PPP","TOT","NATUSD","A","2000",1427.634797,
"IDN","PPP","TOT","NATUSD","A","2001",1595.368537,
"IDN","PPP","TOT","NATUSD","A","2002",1663.889513,
"IDN","PPP","TOT","NATUSD","A","2003",1720.878976,
"IDN","PPP","TOT","NATUSD","A","2004",1818.035727,
"IDN","PPP","TOT","NATUSD","A","2005",2013.796064,
"IDN","PPP","TOT","NATUSD","A","2006",2229.007024,
"IDN","PPP","TOT","NATUSD","A","2007",2415.672362,
"IDN","PPP","TOT","NATUSD","A","2008",2799.201405,
"IDN","PPP","TOT","NATUSD","A","2009",3007.98471,
"IDN","PPP","TOT","NATUSD","A","2010",3425.297479,
"IDN","PPP","TOT","NATUSD","A","2011",3606.566084,
"IDN","PPP","TOT","NATUSD","A","2012",3674.270252,
"IDN","PPP","TOT","NATUSD","A","2013",3795.437571,
"IDN","PPP","TOT","NATUSD","A","2014",3931.472728,
"IDN","PPP","TOT","NATUSD","A","2015",4044.099352,
"IDN","PPP","TOT","NATUSD","A","2016",4092.200721,
"IDN","PPP","TOT","NATUSD","A","2017",4190.49247,
"IDN","PPP","TOT","NATUSD","A","2018",4245.61314,
"ISR","PPP","TOT","NATUSD","A","2000",3.441532,
"ISR","PPP","TOT","NATUSD","A","2001",3.427436,
"ISR","PPP","TOT","NATUSD","A","2002",3.462676,
"ISR","PPP","TOT","NATUSD","A","2003",3.628385,
"ISR","PPP","TOT","NATUSD","A","2004",3.535373,
"ISR","PPP","TOT","NATUSD","A","2005",3.716937,
"ISR","PPP","TOT","NATUSD","A","2006",3.789247,
"ISR","PPP","TOT","NATUSD","A","2007",3.724979,
"ISR","PPP","TOT","NATUSD","A","2008",3.867205,
"ISR","PPP","TOT","NATUSD","A","2009",3.962948,
"ISR","PPP","TOT","NATUSD","A","2010",3.97626,
"ISR","PPP","TOT","NATUSD","A","2011",3.944763,
"ISR","PPP","TOT","NATUSD","A","2012",3.955358,
"ISR","PPP","TOT","NATUSD","A","2013",3.839566,
"ISR","PPP","TOT","NATUSD","A","2014",3.940387,
"ISR","PPP","TOT","NATUSD","A","2015",3.924124,
"ISR","PPP","TOT","NATUSD","A","2016",3.826053,
"ISR","PPP","TOT","NATUSD","A","2017",3.754754,
"ISR","PPP","TOT","NATUSD","A","2018",3.752088,
"RUS","PPP","TOT","NATUSD","A","2000",7.301404,
"RUS","PPP","TOT","NATUSD","A","2001",8.322817,
"RUS","PPP","TOT","NATUSD","A","2002",9.273504,
"RUS","PPP","TOT","NATUSD","A","2003",9.866787,
"RUS","PPP","TOT","NATUSD","A","2004",11.556843,
"RUS","PPP","TOT","NATUSD","A","2005",12.736131,
"RUS","PPP","TOT","NATUSD","A","2006",12.618288,
"RUS","PPP","TOT","NATUSD","A","2007",13.984503,
"RUS","PPP","TOT","NATUSD","A","2008",14.341196,
"RUS","PPP","TOT","NATUSD","A","2009",14.016913,
"RUS","PPP","TOT","NATUSD","A","2010",15.821142,
"RUS","PPP","TOT","NATUSD","A","2011",17.345572,
"RUS","PPP","TOT","NATUSD","A","2012",18.460624,
"RUS","PPP","TOT","NATUSD","A","2013",19.421265,
"RUS","PPP","TOT","NATUSD","A","2014",21.01471,
"RUS","PPP","TOT","NATUSD","A","2015",23.588315,
"RUS","PPP","TOT","NATUSD","A","2016",24.361176,
"RUS","PPP","TOT","NATUSD","A","2017",24.34203,
"RUS","PPP","TOT","NATUSD","A","2018",25.643372,
"SVN","PPP","TOT","NATUSD","A","2000",0.526505,
"SVN","PPP","TOT","NATUSD","A","2001",0.56003,
"SVN","PPP","TOT","NATUSD","A","2002",0.583286,
"SVN","PPP","TOT","NATUSD","A","2003",0.608565,
"SVN","PPP","TOT","NATUSD","A","2004",0.608383,
"SVN","PPP","TOT","NATUSD","A","2005",0.610135,
"SVN","PPP","TOT","NATUSD","A","2006",0.610317,
"SVN","PPP","TOT","NATUSD","A","2007",0.630975,
"SVN","PPP","TOT","NATUSD","A","2008",0.633789,
"SVN","PPP","TOT","NATUSD","A","2009",0.645342,
"SVN","PPP","TOT","NATUSD","A","2010",0.637951,
"SVN","PPP","TOT","NATUSD","A","2011",0.62397,
"SVN","PPP","TOT","NATUSD","A","2012",0.606793,
"SVN","PPP","TOT","NATUSD","A","2013",0.590407,
"SVN","PPP","TOT","NATUSD","A","2014",0.591238,
"SVN","PPP","TOT","NATUSD","A","2015",0.595138,
"SVN","PPP","TOT","NATUSD","A","2016",0.58893,
"SVN","PPP","TOT","NATUSD","A","2017",0.575578,
"SVN","PPP","TOT","NATUSD","A","2018",0.581671,
"ZAF","PPP","TOT","NATUSD","A","2000",2.737055,
"ZAF","PPP","TOT","NATUSD","A","2001",2.879576,
"ZAF","PPP","TOT","NATUSD","A","2002",3.183187,
"ZAF","PPP","TOT","NATUSD","A","2003",3.301768,
"ZAF","PPP","TOT","NATUSD","A","2004",3.423147,
"ZAF","PPP","TOT","NATUSD","A","2005",3.497151,
"ZAF","PPP","TOT","NATUSD","A","2006",3.605151,
"ZAF","PPP","TOT","NATUSD","A","2007",3.822457,
"ZAF","PPP","TOT","NATUSD","A","2008",4.080004,
"ZAF","PPP","TOT","NATUSD","A","2009",4.35313,
"ZAF","PPP","TOT","NATUSD","A","2010",4.573735,
"ZAF","PPP","TOT","NATUSD","A","2011",4.773938,
"ZAF","PPP","TOT","NATUSD","A","2012",4.935225,
"ZAF","PPP","TOT","NATUSD","A","2013",5.155736,
"ZAF","PPP","TOT","NATUSD","A","2014",5.345785,
"ZAF","PPP","TOT","NATUSD","A","2015",5.559277,
"ZAF","PPP","TOT","NATUSD","A","2016",5.861077,
"ZAF","PPP","TOT","NATUSD","A","2017",6.076257,
"ZAF","PPP","TOT","NATUSD","A","2018",6.123734,
"EU28","PPP","TOT","NATUSD","A","2000",0.876249,
"EU28","PPP","TOT","NATUSD","A","2001",0.868116,
"EU28","PPP","TOT","NATUSD","A","2002",0.858914,
"EU28","PPP","TOT","NATUSD","A","2003",0.848337,
"EU28","PPP","TOT","NATUSD","A","2004",0.846226,
"EU28","PPP","TOT","NATUSD","A","2005",0.849901,
"EU28","PPP","TOT","NATUSD","A","2006",0.827809,
"EU28","PPP","TOT","NATUSD","A","2007",0.824273,
"EU28","PPP","TOT","NATUSD","A","2008",0.790276,
"EU28","PPP","TOT","NATUSD","A","2009",0.760596,
"EU28","PPP","TOT","NATUSD","A","2010",0.765287,
"EU28","PPP","TOT","NATUSD","A","2011",0.754435,
"EU28","PPP","TOT","NATUSD","A","2012",0.755761,
"EU28","PPP","TOT","NATUSD","A","2013",0.734622,
"EU28","PPP","TOT","NATUSD","A","2014",0.73713,
"EU28","PPP","TOT","NATUSD","A","2015",0.751375,
"EU28","PPP","TOT","NATUSD","A","2016",0.72752,
"EU28","PPP","TOT","NATUSD","A","2017",0.706071,
"EU28","PPP","TOT","NATUSD","A","2018",0.708252,
"LVA","PPP","TOT","NATUSD","A","2000",0.360805,
"LVA","PPP","TOT","NATUSD","A","2001",0.353282,
"LVA","PPP","TOT","NATUSD","A","2002",0.360954,
"LVA","PPP","TOT","NATUSD","A","2003",0.378645,
"LVA","PPP","TOT","NATUSD","A","2004",0.399699,
"LVA","PPP","TOT","NATUSD","A","2005",0.438594,
"LVA","PPP","TOT","NATUSD","A","2006",0.489396,
"LVA","PPP","TOT","NATUSD","A","2007",0.566352,
"LVA","PPP","TOT","NATUSD","A","2008",0.575541,
"LVA","PPP","TOT","NATUSD","A","2009",0.521023,
"LVA","PPP","TOT","NATUSD","A","2010",0.487045,
"LVA","PPP","TOT","NATUSD","A","2011",0.498504,
"LVA","PPP","TOT","NATUSD","A","2012",0.506202,
"LVA","PPP","TOT","NATUSD","A","2013",0.499272,
"LVA","PPP","TOT","NATUSD","A","2014",0.497561,
"LVA","PPP","TOT","NATUSD","A","2015",0.497436,
"LVA","PPP","TOT","NATUSD","A","2016",0.494481,
"LVA","PPP","TOT","NATUSD","A","2017",0.490739,
"LVA","PPP","TOT","NATUSD","A","2018",0.499301,
"LTU","PPP","TOT","NATUSD","A","2000",0.451661,
"LTU","PPP","TOT","NATUSD","A","2001",0.432697,
"LTU","PPP","TOT","NATUSD","A","2002",0.42073,
"LTU","PPP","TOT","NATUSD","A","2003",0.404438,
"LTU","PPP","TOT","NATUSD","A","2004",0.414417,
"LTU","PPP","TOT","NATUSD","A","2005",0.435163,
"LTU","PPP","TOT","NATUSD","A","2006",0.446713,
"LTU","PPP","TOT","NATUSD","A","2007",0.470649,
"LTU","PPP","TOT","NATUSD","A","2008",0.492828,
"LTU","PPP","TOT","NATUSD","A","2009",0.469297,
"LTU","PPP","TOT","NATUSD","A","2010",0.450413,
"LTU","PPP","TOT","NATUSD","A","2011",0.451919,
"LTU","PPP","TOT","NATUSD","A","2012",0.452657,
"LTU","PPP","TOT","NATUSD","A","2013",0.443348,
"LTU","PPP","TOT","NATUSD","A","2014",0.442623,
"LTU","PPP","TOT","NATUSD","A","2015",0.445738,
"LTU","PPP","TOT","NATUSD","A","2016",0.447022,
"LTU","PPP","TOT","NATUSD","A","2017",0.448588,
"LTU","PPP","TOT","NATUSD","A","2018",0.457582,
"SAU","PPP","TOT","NATUSD","A","2000",1.002531,
"SAU","PPP","TOT","NATUSD","A","2001",0.964053,
"SAU","PPP","TOT","NATUSD","A","2002",1.006037,
"SAU","PPP","TOT","NATUSD","A","2003",1.009218,
"SAU","PPP","TOT","NATUSD","A","2004",1.090807,
"SAU","PPP","TOT","NATUSD","A","2005",1.269745,
"SAU","PPP","TOT","NATUSD","A","2006",1.374458,
"SAU","PPP","TOT","NATUSD","A","2007",1.451762,
"SAU","PPP","TOT","NATUSD","A","2008",1.675706,
"SAU","PPP","TOT","NATUSD","A","2009",1.401753,
"SAU","PPP","TOT","NATUSD","A","2010",1.622911,
"SAU","PPP","TOT","NATUSD","A","2011",1.837011,
"SAU","PPP","TOT","NATUSD","A","2012",1.876216,
"SAU","PPP","TOT","NATUSD","A","2013",1.823938,
"SAU","PPP","TOT","NATUSD","A","2014",1.751108,
"SAU","PPP","TOT","NATUSD","A","2015",1.439412,
"SAU","PPP","TOT","NATUSD","A","2016",1.377981,
"SAU","PPP","TOT","NATUSD","A","2017",1.445887,
"SAU","PPP","TOT","NATUSD","A","2018",1.577274,
"EA19","PPP","TOT","NATUSD","A","2000",0.863713,
"EA19","PPP","TOT","NATUSD","A","2001",0.860384,
"EA19","PPP","TOT","NATUSD","A","2002",0.852125,
"EA19","PPP","TOT","NATUSD","A","2003",0.858865,
"EA19","PPP","TOT","NATUSD","A","2004",0.856812,
"EA19","PPP","TOT","NATUSD","A","2005",0.852723,
"EA19","PPP","TOT","NATUSD","A","2006",0.827189,
"EA19","PPP","TOT","NATUSD","A","2007",0.820974,
"EA19","PPP","TOT","NATUSD","A","2008",0.806152,
"EA19","PPP","TOT","NATUSD","A","2009",0.794815,
"EA19","PPP","TOT","NATUSD","A","2010",0.79299,
"EA19","PPP","TOT","NATUSD","A","2011",0.780418,
"EA19","PPP","TOT","NATUSD","A","2012",0.77411,
"EA19","PPP","TOT","NATUSD","A","2013",0.755508,
"EA19","PPP","TOT","NATUSD","A","2014",0.751931,
"EA19","PPP","TOT","NATUSD","A","2015",0.755019,
"EA19","PPP","TOT","NATUSD","A","2016",0.743474,
"EA19","PPP","TOT","NATUSD","A","2017",0.728101,
"EA19","PPP","TOT","NATUSD","A","2018",0.732035,
"ARG","PPP","TOT","NATUSD","A","2000",0.702,
"ARG","PPP","TOT","NATUSD","A","2001",0.68,
"ARG","PPP","TOT","NATUSD","A","2002",0.87,
"ARG","PPP","TOT","NATUSD","A","2003",0.946,
"ARG","PPP","TOT","NATUSD","A","2004",1.006,
"ARG","PPP","TOT","NATUSD","A","2005",1.076,
"ARG","PPP","TOT","NATUSD","A","2006",1.188453,
"ARG","PPP","TOT","NATUSD","A","2007",1.330595,
"ARG","PPP","TOT","NATUSD","A","2008",1.607379,
"ARG","PPP","TOT","NATUSD","A","2009",1.840578,
"ARG","PPP","TOT","NATUSD","A","2010",2.198683,
"ARG","PPP","TOT","NATUSD","A","2011",2.664829,
"ARG","PPP","TOT","NATUSD","A","2012",3.200527,
"ARG","PPP","TOT","NATUSD","A","2013",3.903966,
"ARG","PPP","TOT","NATUSD","A","2014",5.380045,
"ARG","PPP","TOT","NATUSD","A","2015",6.737002,
"ARG","PPP","TOT","NATUSD","A","2016",9.317956,
"ARG","PPP","TOT","NATUSD","A","2017",11.473536,
"ARG","PPP","TOT","NATUSD","A","2018",15.714044,
"CRI","PPP","TOT","NATUSD","A","2000",149.901359,
"CRI","PPP","TOT","NATUSD","A","2001",160.864334,
"CRI","PPP","TOT","NATUSD","A","2002",174.055206,
"CRI","PPP","TOT","NATUSD","A","2003",188.950559,
"CRI","PPP","TOT","NATUSD","A","2004",208.620144,
"CRI","PPP","TOT","NATUSD","A","2005",228.600303,
"CRI","PPP","TOT","NATUSD","A","2006",250.701835,
"CRI","PPP","TOT","NATUSD","A","2007",269.930219,
"CRI","PPP","TOT","NATUSD","A","2008",294.963976,
"CRI","PPP","TOT","NATUSD","A","2009",321.50931,
"CRI","PPP","TOT","NATUSD","A","2010",338.500809,
"CRI","PPP","TOT","NATUSD","A","2011",346.738298,
"CRI","PPP","TOT","NATUSD","A","2012",355.297024,
"CRI","PPP","TOT","NATUSD","A","2013",363.682463,
"CRI","PPP","TOT","NATUSD","A","2014",377.983569,
"CRI","PPP","TOT","NATUSD","A","2015",388.051528,
"CRI","PPP","TOT","NATUSD","A","2016",390.019563,
"CRI","PPP","TOT","NATUSD","A","2017",390.705341,
"CRI","PPP","TOT","NATUSD","A","2018",391.132956,
"BGR","PPP","TOT","NATUSD","A","2000",0.535958,
"BGR","PPP","TOT","NATUSD","A","2001",0.55573,
"BGR","PPP","TOT","NATUSD","A","2002",0.558291,
"BGR","PPP","TOT","NATUSD","A","2003",0.560446,
"BGR","PPP","TOT","NATUSD","A","2004",0.580778,
"BGR","PPP","TOT","NATUSD","A","2005",0.596502,
"BGR","PPP","TOT","NATUSD","A","2006",0.618867,
"BGR","PPP","TOT","NATUSD","A","2007",0.657064,
"BGR","PPP","TOT","NATUSD","A","2008",0.67768,
"BGR","PPP","TOT","NATUSD","A","2009",0.693056,
"BGR","PPP","TOT","NATUSD","A","2010",0.676994,
"BGR","PPP","TOT","NATUSD","A","2011",0.701073,
"BGR","PPP","TOT","NATUSD","A","2012",0.692816,
"BGR","PPP","TOT","NATUSD","A","2013",0.680008,
"BGR","PPP","TOT","NATUSD","A","2014",0.661231,
"BGR","PPP","TOT","NATUSD","A","2015",0.678518,
"BGR","PPP","TOT","NATUSD","A","2016",0.677218,
"BGR","PPP","TOT","NATUSD","A","2017",0.681667,
"BGR","PPP","TOT","NATUSD","A","2018",0.699653,
"HRV","PPP","TOT","NATUSD","A","2000",3.786475,
